Quality	Count
2	160593.0
3	44822.0
4	46832.0
5	53791.0
6	66127.0
7	85813.0
8	114229.0
9	144600.0
10	172926.0
11	196349.0
12	213102.0
13	226830.0
14	242451.0
15	261565.0
16	289762.0
17	320728.0
18	356554.0
19	395666.0
20	438149.0
21	487223.0
22	550992.0
23	630887.0
24	735136.0
25	865777.0
26	1031033.0
27	1228729.0
28	1468652.0
29	1769316.0
30	2149718.0
31	2651331.0
32	3355224.0
33	4398700.0
34	6139108.0
35	9429696.0
36	1.5627423E7
37	1.8298034E7
38	8309937.0
39	1246197.0
40	2754.0
