Duplication Level	Relative count
1	100.0
2	74.63241234448215
3	44.30147328838555
4	20.580502063778845
5	9.14525771530134
6	3.8851922031757224
7	1.9873969946679593
8	1.1604165748615578
9	0.9400843138118951
10++	37.14361256775217
