Quality	Count
2	224628.0
3	44237.0
4	44824.0
5	50141.0
6	59780.0
7	73808.0
8	92889.0
9	113027.0
10	130312.0
11	142756.0
12	149210.0
13	151962.0
14	155265.0
15	161372.0
16	175181.0
17	193514.0
18	214624.0
19	239218.0
20	267274.0
21	301336.0
22	341469.0
23	388319.0
24	443658.0
25	510947.0
26	590391.0
27	689904.0
28	810515.0
29	962447.0
30	1157140.0
31	1418573.0
32	1785898.0
33	2324179.0
34	3205541.0
35	4793411.0
36	7512103.0
37	8213006.0
38	3588434.0
39	541531.0
40	1418.0
