Duplication Level	Relative count
1	100.0
2	55.02024873595169
3	30.70858594330354
4	14.32987467350411
5	6.055450384606168
6	2.659893125014977
7	1.3970429656610195
8	0.8363087393065107
9	0.7164937336752055
10++	27.906112961587308
