Duplication Level	Relative count
1	100.0
2	140.4665753227086
3	128.29379101463908
4	96.93156414509266
5	64.44797000072114
6	38.78632725174876
7	22.86723876829884
8	12.958823105213817
9	7.301507175308286
10++	109.08271435782794
